address,spin
0x1341df844780b66AF4ccC98Ae0F34be87eABe1d5,965.5194982228862
0x1A1e852f970a231d32271C88162e222A09C1650A,239017.8381888734
0x682C4184286415344a35a0Ff6699bb8EdAbDdc17,4395.199282352805
0xa689100C8feBcbDc92137B6A6BbBfDa305A6d319,40.0
0xf6D30d8C6da56837d5FCb5bB0faf8A28fD26D845,124412.83149717044
