address,spin
0x1A1e852f970a231d32271C88162e222A09C1650A,179263.37864165506
0x682C4184286415344a35a0Ff6699bb8EdAbDdc17,3296.399461764604
0xa689100C8feBcbDc92137B6A6BbBfDa305A6d319,30.0
0xf6D30d8C6da56837d5FCb5bB0faf8A28fD26D845,93309.62362287783
