address,choice,total_voting_power,vote_weight,total_votes
0xf6D30d8C6da56837d5FCb5bB0faf8A28fD26D845,Gyroe USDT/GYD (0xfc),15551.603937146305,1.0,15551.603937146305
0x682C4184286415344a35a0Ff6699bb8EdAbDdc17,Gyroe USDT/GYD (0xfc),555.9394611776744,1.0,555.9394611776744
0x1A1e852f970a231d32271C88162e222A09C1650A,Gyroe USDT/GYD (0xfc),41427.22977360917,1.0,41427.22977360917
