address,choice,total_voting_power,vote_weight,total_votes
0x1A1e852f970a231d32271C88162e222A09C1650A,z-Gyroe USDT/GYD,29877.229773609175,1.0,29877.229773609175
0x1341df844780b66AF4ccC98Ae0F34be87eABe1d5,z-Gyroe USDT/GYD,120.68993727786078,1.0,120.68993727786078
0xf6D30d8C6da56837d5FCb5bB0faf8A28fD26D845,z-Gyroe USDT/GYD,15551.603937146305,1.0,15551.603937146305
